"bassin_X","bassin_Z","Hip_R_X","Hip_R_Z","Hip_L_X","Hip_L_Z","genoux_droit_X","genoux_droit_Z","genoux_gauche_X","genoux_gauche_Z","cheville_droite_X","cheville_droite_Z","cheville_gauche_X","cheville_gauche_Z","pied_droit_X","pied_droit_Z","pied_gauche_X","pied_gauche_Z","tronc_X","tronc_Z","Heel_R_Z","Heel_L_Z","angle_genoux_droit","angle_genoux_gauche","angle_cheville_droite","angle_cheville_gauche","angle_bassin_gauche","angle_bassin_droit","Contact_R","Contact_L"
-24.6660139532445,1314.6334676533,-24.6660139532445,1314.6334676533,5.56469224675546,1310.1332036533,111.03505,813.5768,-95.0104105,800.12813,99.861292,370.00534,-491.11014,630.414155,330.93063,283.2247,-608.6688,412.02402,5.754152,1589.2164,283.09088,648.61334,196.596878475043,235.650851617097,109.141221505911,141.486756855308,191.11692312238,158.524285600597,FALSE,FALSE
-22.808930663193,1316.02915904857,-22.808930663193,1316.02915904857,6.811570016807,1308.85920504857,102.838735,813.008085,-61.990948,790.09183,63.496395,372.41405,-458.32485,618.73855,288.97885,281.0167,-576.01733,400.98407,11.709029,1588.748,282.95706,637.7072,199.127335531743,239.064090914506,106.962116656962,141.771481696352,186.552419993358,158.761736089745,FALSE,FALSE
-21.8098869772014,1316.63987235982,-21.8098869772014,1316.63987235982,7.22582942279863,1308.35119835982,93.0366,811.101195,-23.95333,782.23005,26.830403,375.123865,-419.78544,606.62812,250.2387,279.74545,-530.4525,380.91147,14.452288,1588.4803,282.95706,618.5044,201.43381368538,242.685104996588,104.484017665769,140.041722884456,181.913789159162,159.602859617665,FALSE,FALSE
-21.2088742987179,1316.65369059957,-21.2088742987179,1316.65369059957,7.21663658128206,1308.36501659957,79.587945,807.755775,17.46318115,779.4868,-12.31120815,378.1682,-375.592205,594.7518,210.5618,277.33673,-472.64334,357.22577,15.857371,1588.4135,284.49597,595.8892,203.278449883136,245.936514489536,102.26784144486,137.39791263673,177.122816581809,161.029658238446,FALSE,FALSE
-20.6883880127452,1316.50742004614,-20.6883880127452,1316.50742004614,7.15233858725477,1308.80356604614,61.522585,803.607435,60.585863,782.664965,-53.894989,381.48018,-325.109565,580.80135,166.9373,273.58984,-401.51935,331.5328,17.663908,1588.3466,287.8414,570.1963,204.398281581853,248.172488727887,100.746396101573,134.668655061868,172.047583280207,162.863170729898,FALSE,FALSE
-19.8535799464076,1316.07146507532,-19.8535799464076,1316.07146507532,7.19896319359241,1309.38464307532,36.498717,798.9907,99.861292,790.894765,-99.326022,384.2569,-271.74985,563.40505,117.692474,266.76514,-319.75687,304.8362,19.67117,1588.1459,291.85593,540.5557,204.353189560732,248.658910736636,100.297146064116,131.99179560019,167.305520089548,165.514719034944,FALSE,FALSE
-18.8986477078625,1315.67385948103,-18.8986477078625,1315.67385948103,7.1877325121375,1310.13117948103,9.5344953,796.54855,135.389838,802.33615,-142.448705,388.37178,-215.780685,544.6037,66.306564,256.5281,-227.28899,280.2807,21.477705,1587.8113,297.67697,507.6366,203.557668903037,247.893429202792,101.852660612501,128.768851175452,162.884778135489,168.425703990678,FALSE,FALSE
-17.8706694001423,1315.15228495036,-17.8706694001423,1315.15228495036,7.04614339985765,1310.90627895036,-16.9613654,796.582,166.93731,815.617555,-184.56776,395.564465,-158.071895,524.69835,13.114113,243.88235,-128.13023,261.61316,22.748972,1587.3429,306.64276,473.7808,202.783091589035,246.059269981889,104.816550667913,125.339180801788,158.857505895041,171.41178820415,FALSE,FALSE
-16.7633226688926,1314.44563512484,-16.7633226688926,1314.44563512484,6.52627123110739,1311.72513912484,-44.32704,798.02053,193.26589,829.367265,-227.222075,404.463335,-100.329655,505.19445,-44.293587,230.50061,-27.298765,251.17542,23.083515,1586.9415,319.2885,441.53076,201.870160736552,243.329752862159,108.635555923942,121.7935880462,155.393816611965,174.735860916189,FALSE,FALSE
-15.6380430849113,1313.63240682974,-15.6380430849113,1313.63240682974,5.56667511508873,1312.69167882974,-72.9974315,800.93105,213.47233,841.979575,-270.17749,414.700365,-43.892133,486.125435,-108.32525,217.58722,70.4549,249.50269,22.682062,1586.6069,335.9488,412.29166,200.661881304173,239.705835107566,113.564719076858,118.332432176789,152.59431973364,178.392571997857,FALSE,FALSE
